Tweet_Num,Step 2 Prob,Step 2 Result
15463,0.981850541,entity_directed_hostility
15480,0.919934375,entity_directed_hostility
15482,0.828566513,entity_directed_hostility
15507,0.871776335,entity_directed_hostility
15512,0.999519088,entity_directed_hostility
15521,0.938780743,entity_directed_hostility
15543,0.919455174,entity_directed_hostility
15570,0.967273921,entity_directed_hostility
15620,0.88375651,entity_directed_hostility
15645,0.995667723,entity_directed_hostility
15695,0.867547693,entity_directed_hostility
15702,0.998286545,entity_directed_hostility
15732,0.995016419,entity_directed_hostility
15736,0.828322379,entity_directed_hostility
15749,0.980462333,entity_directed_hostility
15779,0.978741301,entity_directed_hostility
15789,0.987150204,entity_directed_hostility
15827,0.858431321,entity_directed_hostility
15872,0.837834723,entity_directed_hostility
15883,0.838409161,entity_directed_hostility
15888,0.960089957,entity_directed_hostility
15892,0.789928732,entity_directed_hostility
15897,0.820172429,entity_directed_hostility
15917,0.825072273,entity_directed_hostility
15959,0.903542649,entity_directed_hostility
16023,0.817500325,entity_directed_hostility
16025,0.831815178,entity_directed_hostility
16064,0.993745118,entity_directed_hostility
16072,0.90819308,entity_directed_hostility
16074,0.996569315,entity_directed_hostility
16079,0.838194827,entity_directed_hostility
16115,0.993870703,entity_directed_hostility
16154,0.974080601,entity_directed_hostility
16172,0.986433763,entity_directed_hostility
16186,0.834167468,entity_directed_hostility
16212,0.894863136,entity_directed_hostility
16298,0.958941769,entity_directed_hostility
16324,0.969774927,entity_directed_hostility
16327,0.82226707,entity_directed_hostility
16328,0.952606795,entity_directed_hostility
16340,0.845965016,entity_directed_hostility
16348,0.960909857,entity_directed_hostility
16363,0.97077359,entity_directed_hostility
16366,0.992312675,entity_directed_hostility
16372,0.997192156,entity_directed_hostility
16373,0.905472461,entity_directed_hostility
16381,0.973149448,entity_directed_hostility
16424,0.982959446,entity_directed_hostility
16432,0.985562933,entity_directed_hostility
16453,0.913578648,entity_directed_hostility
16467,0.945342645,entity_directed_hostility
16499,0.990502913,entity_directed_hostility
16512,0.970861476,entity_directed_hostility
16553,0.987617842,entity_directed_hostility
16568,0.866533842,entity_directed_hostility
16575,0.9969604,entity_directed_hostility
16587,0.896593609,entity_directed_hostility
16606,0.884901222,entity_directed_hostility
16611,0.977027206,entity_directed_hostility
16631,0.88122501,entity_directed_hostility
16632,0.99213925,entity_directed_hostility
16644,0.88122501,entity_directed_hostility
16667,0.789500296,entity_directed_hostility
16669,0.963017452,entity_directed_hostility
16698,0.915221703,entity_directed_hostility
16703,0.977798976,entity_directed_hostility
16711,0.981483226,entity_directed_hostility
16724,0.934372525,entity_directed_hostility
16766,0.932585558,entity_directed_hostility
16794,0.92684049,entity_directed_hostility
16813,0.892789518,entity_directed_hostility
16822,0.98788015,entity_directed_hostility
16823,0.998411838,entity_directed_hostility
16872,0.857220416,entity_directed_hostility
16906,0.897591367,entity_directed_hostility
16908,0.906942294,entity_directed_hostility
16910,0.963846755,entity_directed_hostility
16978,0.962022803,entity_directed_hostility
16985,0.925940471,entity_directed_hostility
17004,0.996829125,entity_directed_hostility
17041,0.971620697,entity_directed_hostility
17047,0.868358472,entity_directed_hostility
17048,0.997066568,entity_directed_hostility
